,value_443,age_443
0,0.6611094942938736,610.4296205374945
1,0.5394278212176593,639.7246021762107
2,0.5294518572966556,669.019583814927
3,0.6265975641731732,698.3145654536432
4,0.8849668204566481,727.6095470923594
5,1.3234678019137949,756.9045287627645
6,1.6157254222160606,786.1995104014807
7,2.5840362508884094,815.494492040197
8,3.117115971842818,844.7894736789132
9,4.558598370224701,874.0844553176294
10,4.1842431943322245,903.3794369880344
11,4.333939444035322,932.6744185950619
12,4.1842431943322245,961.9694002337781
13,4.333939444035322,991.2643818724944
14,4.158386498635898,1020.5593635112106
15,4.080816411546909,1049.8543451499268
16,4.035241791566872,1079.149326788643
17,4.000000000000001,1108.4443084273594
18,4.2606123086601775,1137.7392900660755
19,2.948298797980221,1167.0342717047918
20,4.383309632793764,1196.329253343508
21,4.032639377459923,1225.6242349822242
22,4.032639377459923,1254.9192166209405
23,3.892166960651071,1284.2141982596568
24,3.2521890838378997,1313.5091798983728
25,2.877090585953979,1342.8041615370892
26,2.288737674347642,1372.0991431758055
27,1.8287752077442294,1401.3941248462104
28,1.329325769774295,1430.6891065166153
29,0.9233292824305276,1459.9840881236428
30,0.6798008648406144,1489.279069762359
31,0.6247498391189321,1518.5740514010754
32,0.8414209847848771,1547.8690330397915
33,0.8976149410406178,1577.1640146785078
34,0.8365054467467431,1606.458996317224
35,0.9307132074840936,1635.7539779559402
36,0.621415554601564,1665.0489595946565
37,0.5171572875253798,1694.3439412333728
38,0.534314575050761,1723.6389228720889
39,0.46862915010152284,1752.9339045108052
40,0.46862915010152284,1782.2288861495215
41,0.5843767954959773,1811.5238677882376
42,0.5100505063388324,1840.8188494269539
43,0.4928932188134514,1870.1138310656702
44,0.4928932188134518,1899.4088127043863
45,0.4928932188134518,1928.7037943431026
46,0.5293257697742952,1957.9987759818189
47,0.5853735630058019,1987.293757620535
48,0.39999999999999925,2016.5887392275624
49,0.39999999999999925,2045.8837209296562
50,0.4171572875253801,2075.1787025683725
51,0.43431457505076104,2104.473684207089
52,0.43431457505076104,2133.768665845805
53,0.4757359312880704,2163.063647484521
54,0.4585786437626895,2192.3586291232373
55,0.43431457505076104,2221.6536107619536
56,0.43431457505076104,2250.94859240067
57,0.5050617010623669,2280.243574039386
58,0.5464830572996762,2309.5385556781025
59,0.4879044135369858,2338.8335373168184
60,0.4343145750507613,2368.1285189555347
61,0.4707471260116049,2397.423500594251
62,0.4514718625761423,2426.7184822329673
63,0.4879044135369858,2456.0134638716836
64,0.4707471260116045,2485.3084455104
65,0.534314575050761,2514.6034271491158
66,0.6707471260116047,2543.898408787832
67,0.870747126011606,2573.1933904265484
68,1.0454753752323744,2602.4883720652647
