###,Series metadata
written by,Pyleoclim 1.1.0b0
lat,-19.8
lon,63.4
elevation,
time_unit,yrs BP
time_name,Age
value_unit,‰
value_name,$\delta^{18} O$
label,LaVierge
archiveType,speleothem
sensorType,
observationType,
importedFrom,
control_archiveType,False
log,
###,end metadata
Age [yrs BP],$\delta^{18} O$ [‰]
3899.315,-3.976
3902.911,-3.339
3906.507,-3.23
3910.101,-3.573
3913.692,-3.384
3917.277,-3.516
3920.855,-3.956
3924.423,-3.733
3931.522,-3.348
3935.049,-3.869
3938.558,-3.67
3942.047,-3.986
3945.514,-3.517
3952.487,-3.631
3956.74,-3.821
3961.753,-4.245
3967.445,-4.906
3973.736,-3.793
3980.546,-3.35
3987.797,-3.429
3995.406,-3.343
4003.296,-2.649
4011.385,-3.072
4019.594,-3.382
4027.843,-4.089
4036.051,-3.788
4044.14,-3.507
4052.029,-3.606
4059.638,-3.621
4066.887,-4.003
4073.697,-3.606
4079.986,-3.687
4090.87,-4.603
4096.575,-4.41
4102.889,-4.605
4109.726,-4.706
4117.0,-4.432
4124.624,-4.261
4132.513,-3.76
4140.58,-3.473
4148.739,-2.978
4156.904,-2.933
4164.99,-3.275
4172.909,-3.602
4180.576,-3.784
4187.905,-3.724
4194.81,-3.497
4201.204,-3.649
4207.002,-4.014
4212.117,-3.618
4216.463,-2.95
4219.954,-2.886
4222.627,-2.895
4225.16,-3.303
4227.672,-3.342
4230.163,-3.559
4232.633,-3.659
4235.083,-3.457
4237.512,-2.646
4239.92,-3.149
4242.308,-3.24
4244.675,-3.835
4247.022,-3.645
4249.349,-4.027
4251.655,-4.308
4253.941,-3.921
4256.207,-3.842
4258.453,-3.56
4260.679,-2.866
4262.885,-2.871
4265.071,-3.203
4267.238,-3.336
4269.385,-3.578
4271.512,-2.926
4273.62,-3.257
4275.708,-3.311
4277.777,-3.282
4279.826,-3.171
4281.856,-3.34
4283.868,-3.254
4285.859,-3.263
4287.832,-3.57
4289.786,-3.928
4291.721,-3.992
4293.637,-4.193
4295.535,-3.93
4297.414,-3.764
4299.274,-3.91
4301.115,-3.815
4302.939,-3.766
4304.743,-3.032
4306.53,-3.29
4308.298,-3.762
4310.048,-3.598
4313.493,-4.245
4315.189,-3.988
4316.888,-3.843
4318.715,-2.985
4320.682,-2.983
4322.779,-3.352
4324.998,-3.985
4327.328,-3.604
4329.761,-3.599
4332.287,-3.584
4334.896,-4.509
4337.58,-4.357
4340.329,-3.726
4343.133,-3.421
4345.983,-3.729
4348.87,-3.457
4351.784,-4.019
4354.716,-4.397
4357.657,-4.065
4360.597,-3.345
4363.527,-2.971
4366.437,-3.829
4369.318,-3.663
4372.161,-3.615
4374.956,-3.73
4377.694,-3.422
4380.365,-4.334
4382.961,-4.395
4385.471,-3.348
4387.886,-3.325
4390.198,-3.532
4392.396,-3.218
4394.471,-3.822
4396.414,-4.351
4398.216,-2.948
4399.867,-3.041
4401.357,-3.452
4402.695,-3.456
4403.987,-3.443
4405.254,-3.343
4406.501,-2.674
4407.733,-2.93
4408.953,-2.997
4410.166,-3.48
4411.377,-3.511
4412.59,-3.605
4413.81,-3.433
4415.042,-3.791
4416.289,-4.231
4417.556,-4.403
4418.848,-4.794
4420.169,-4.295
