###,Series metadata
written by,Pyleoclim 1.1.0b0
lat,17.17
lon,54.3
elevation,
time_unit,yrs BP
time_name,Age
value_unit,‰
value_name,$\delta^{18} O$
label,Oman
archiveType,speleothem
sensorType,
observationType,
importedFrom,
control_archiveType,False
log,
###,end metadata
Age [yrs BP],$\delta^{18} O$ [‰]
3601.3,-1.08
3603.37,-0.83
3605.5,-1.26
3607.69,-1.35
3609.99,-1.3
3612.39,-1.26
3614.85,-1.26
3617.46,-1.44
3620.2,-1.16
3623.11,-1.39
3626.11,-1.47
3629.3,-1.44
3632.62,-1.41
3636.02,-1.48
3639.58,-1.49
3643.25,-1.67
3646.96,-1.6
3650.81,-1.6
3654.75,-1.63
3658.7,-1.63
3662.78,-1.4
3666.91,-1.66
3671.03,-1.6
3675.26,-1.47
3679.52,-1.5
3683.73,-1.66
3688.03,-1.64
3692.34,-1.46
3696.64,-1.39
3700.88,-1.46
3705.15,-1.47
3709.41,-1.49
3713.57,-1.53
3717.75,-1.3
3721.88,-1.23
3725.89,-1.17
3729.9,-1.11
3733.83,-0.97
3737.62,-1.01
3741.38,-0.9
3745.16,-1.01
3749.01,-1.1
3753.04,-1.07
3757.18,-0.93
3761.36,-1.03
3765.7,-1.14
3770.12,-1.21
3774.62,-1.11
3779.12,-1.45
3783.74,-1.2
3788.42,-1.21
3793.07,-1.08
3797.83,-0.97
3802.61,-1.15
3807.34,-1.19
3812.15,-1.25
3816.96,-1.21
3821.69,-1.04
3826.48,-0.92
3831.24,-0.89
3835.9,-0.86
3840.58,-1.05
3845.22,-1.17
3850.08,-0.79
3856.09,-0.94
3862.92,-1.0
3870.28,-1.26
3877.74,-1.0
3885.23,-1.25
3892.33,-1.47
3898.65,-1.46
3904.08,-1.07
3908.85,-1.53
3913.44,-1.12
3917.98,-1.42
3922.42,-1.0
3926.71,-1.0
3930.97,-1.05
3935.16,-1.22
3939.22,-1.12
3943.28,-0.87
3947.29,-0.98
3951.2,-0.85
3955.14,-1.26
3959.04,-1.1
3962.94,-1.08
3966.76,-1.15
3970.65,-1.36
3974.54,-1.49
3978.39,-1.5
3982.32,-1.67
3986.29,-1.94
3990.24,-1.87
3994.3,-1.34
3998.42,-1.37
4002.55,-1.22
4006.81,-1.8
4011.16,-1.5
4015.53,-1.47
4020.07,-1.56
4024.72,-1.63
4029.42,-1.57
4034.32,-1.37
4039.35,-1.49
4044.52,-1.67
4049.77,-1.58
4055.26,-1.35
4061.18,-1.43
4067.6,-1.1
4074.67,-1.48
4082.25,-1.37
4090.15,-1.38
4098.57,-1.12
4107.34,-1.02
4116.28,-1.04
4125.58,-0.99
4135.09,-0.82
4144.59,-0.79
4154.33,-0.72
4164.11,-0.87
4173.73,-0.78
4183.44,-0.87
4193.03,-1.22
4202.32,-1.03
4211.53,-1.07
4220.47,-1.52
4229.09,-1.39
4237.22,-1.76
4245.06,-1.59
4252.41,-1.38
4259.15,-1.61
4265.41,-1.31
4271.05,-1.47
4275.93,-1.06
4280.21,-1.23
4284.24,-1.14
4288.07,-1.15
4291.82,-1.32
4295.44,-1.27
4298.89,-1.08
4302.27,-1.21
4305.54,-1.64
4308.66,-1.36
4311.72,-1.24
4314.68,-1.44
4317.55,-1.55
4320.29,-1.37
4322.99,-1.23
4325.62,-1.28
4328.13,-1.5
4330.62,-0.95
4333.04,-1.1
4335.38,-0.89
4337.7,-0.86
4339.97,-0.9
4342.17,-0.86
4344.37,-0.81
4346.53,-1.08
4348.64,-1.14
4350.77,-1.07
4352.87,-0.98
4354.94,-0.93
4357.03,-0.83
4359.13,-0.84
4361.23,-0.94
4363.31,-1.07
4365.44,-1.01
4367.59,-1.23
4369.73,-1.12
4371.94,-1.07
4374.19,-1.18
4376.44,-1.07
4378.78,-1.19
4381.16,-1.29
4383.57,-1.26
4386.08,-1.25
4388.66,-1.29
4391.27,-1.26
4393.99,-1.2
4396.81,-1.36
4399.66,-1.23
4402.66,-1.19
4405.75,-1.24
4408.95,-1.17
4412.2,-1.32
4415.62,-1.34
4419.17,-1.44
4422.84,-1.61
4426.81,-1.47
4431.02,-1.35
4435.38,-1.38
4440.02,-1.46
4444.84,-1.57
4449.78,-1.63
4454.95,-1.56
4460.28,-1.5
4465.67,-1.62
4471.27,-1.51
4476.98,-1.48
4482.71,-1.3
4488.61,-1.3
4494.58,-1.3
4500.61,-1.53
4506.6,-1.19
4512.72,-1.3
4518.86,-1.02
4524.91,-0.78
4531.05,-0.88
4537.17,-0.95
4543.17,-1.02
4549.21,-1.07
4555.19,-0.93
4561.02,-0.93
4566.84,-1.28
4572.57,-0.87
4578.11,-1.1
4583.67,-1.14
4589.28,-1.21
4594.88,-1.07
4600.62,-1.07
4606.43,-1.07
4612.3,-1.27
4618.15,-1.29
4624.16,-1.28
4630.24,-1.38
4636.3,-0.96
4642.52,-1.44
4648.82,-1.58
4655.1,-1.47
4661.56,-1.14
4668.1,-1.19
4674.62,-1.24
4681.32,-1.29
4688.11,-1.44
4694.88,-1.52
4702.08,-1.55
4709.9,-1.59
4718.12,-1.69
4726.93,-1.6
4736.13,-1.47
4745.64,-1.35
4755.26,-1.44
4765.19,-1.52
4775.23,-1.27
4785.14,-1.32
4795.16,-1.45
4805.06,-1.49
4814.63,-1.37
4824.09,-1.42
4833.2,-1.28
4841.79,-0.98
4850.03,-1.05
4857.71,-0.78
4864.67,-1.03
4871.05,-1.22
4876.77,-1.28
4882.31,-1.22
4887.91,-1.48
4893.48,-1.13
4899.01,-1.38
4904.41,-1.36
4909.83,-1.67
4915.2,-1.53
4920.41,-1.55
4925.63,-1.32
4930.76,-1.11
4935.73,-1.19
4940.68,-0.89
4945.52,-1.28
4950.17,-1.07
4954.78,-1.13
4959.26,-1.21
4963.54,-1.23
4967.75,-1.33
4971.81,-1.42
4975.65,-0.72
4979.39,-1.01
4982.95,-1.32
4986.34,-1.22
4989.5,-1.51
4992.51,-0.79
4995.32,-1.32
4997.89,-1.45
5000.28,-1.55
5002.45,-1.61
5004.37,-1.72
5006.16,-1.72
5007.89,-1.37
5009.55,-1.34
5011.18,-1.14
5012.76,-1.48
5014.29,-1.33
5015.8,-1.2
5017.28,-1.25
5018.72,-1.33
5020.16,-1.27
5021.58,-1.35
5023.0,-1.49
5024.39,-1.5
5025.8,-1.54
5027.22,-1.5
5028.63,-1.59
5030.08,-1.57
5031.54,-1.64
5033.01,-1.63
5034.54,-1.52
5036.1,-1.65
5037.67,-1.58
5039.32,-1.72
5041.02,-1.76
5042.75,-1.91
5044.77,-1.81
5047.11,-1.71
5049.72,-1.7
5052.64,-1.69
5055.81,-1.63
5059.22,-1.52
5062.79,-1.02
5066.59,-1.47
5070.56,-1.37
5074.61,-0.95
5078.83,-1.49
5083.14,-1.22
5087.47,-1.21
5091.9,-1.57
5096.36,-1.43
5100.75,-1.15
5105.19,-1.34
5109.58,-1.27
5113.84,-1.3
5118.07,-1.17
5122.19,-1.16
5126.11,-1.02
5129.94,-1.1
5133.57,-1.33
5137.0,-1.41
5140.16,-1.16
5143.11,-1.37
5145.78,-1.84
5148.12,-1.39
5150.32,-1.44
5152.46,-1.22
5154.5,-1.02
5156.51,-0.9
5158.46,-1.0
5160.34,-0.83
5162.19,-1.06
5164.01,-1.4
5165.76,-1.07
5167.5,-1.19
5169.21,-1.33
5170.88,-1.46
5172.55,-1.25
5174.2,-1.13
5175.85,-1.19
5177.46,-1.24
5179.1,-1.3
5180.75,-1.37
5182.37,-1.85
5184.04,-1.73
5185.72,-1.32
5187.4,-1.15
5189.13,-1.54
5190.89,-1.42
5192.67,-1.01
5194.51,-1.48
5196.39,-1.15
5198.3,-1.09
5200.29,-1.35
5202.34,-1.33
5204.42,-1.3
5206.6,-1.53
5208.85,-1.49
5211.18,-1.24
5213.56,-1.1
5216.06,-1.27
5218.65,-1.27
5221.3,-1.27
5224.09,-1.26
5226.98,-1.29
5230.07,-1.28
5235.0,-1.36
5241.8,-1.46
5249.85,-1.63
5258.9,-1.65
5268.36,-1.7
5277.58,-1.59
5286.37,-1.29
5294.08,-0.89
5300.17,-0.77
5304.33,-0.92
5307.47,-0.96
5310.36,-1.0
5313.0,-0.87
5315.5,-1.08
5317.84,-0.85
5320.03,-1.19
5322.17,-1.13
5324.24,-1.3
5326.25,-1.32
5328.3,-1.28
5330.38,-1.33
5332.49,-1.14
5334.72,-1.33
5337.09,-1.31
5339.57,-1.46
5342.27,-1.59
5345.2,-1.45
5348.33,-1.61
5351.78,-1.67
5355.55,-1.54
5359.6,-1.53
5364.24,-1.29
5371.77,-1.58
5382.56,-1.39
5395.91,-0.62
5411.7,-1.32
5429.26,-1.5
5447.79,-1.65
5467.36,-1.62
5487.18,-1.76
5506.48,-1.84
5525.33,-1.94
5542.94,-1.83
5558.58,-2.22
5572.22,-2.02
5583.11,-2.01
5591.58,-1.44
5599.89,-1.2
5608.02,-1.74
5615.86,-1.64
5623.64,-1.6
5631.23,-1.8
5638.63,-1.56
5645.74,-1.41
5652.77,-1.29
5659.6,-1.52
5666.15,-1.39
5672.61,-1.34
5678.86,-1.25
5684.84,-1.56
5690.7,-1.4
5696.36,-1.27
5701.75,-1.62
5707.01,-1.56
5712.06,-1.53
5716.84,-1.44
5721.48,-1.45
5725.91,-1.65
5730.07,-1.69
5734.08,-1.95
5737.88,-1.83
5741.45,-1.53
5744.77,-1.58
5747.91,-1.74
5750.83,-1.94
5753.51,-1.73
5756.12,-1.69
5758.63,-1.62
5761.01,-1.76
5763.34,-1.71
5765.59,-1.46
5767.75,-1.43
5769.87,-0.99
5771.95,-0.86
5773.95,-1.88
5775.95,-2.05
5777.92,-2.07
5779.84,-2.13
5781.77,-1.84
5783.71,-1.57
5785.65,-1.81
5787.57,-1.87
5789.54,-1.9
5791.54,-2.18
5793.55,-2.0
5795.63,-1.92
5797.76,-1.97
5799.92,-2.08
5802.19,-2.23
5804.53,-1.97
5806.99,-1.89
5809.75,-1.71
5812.76,-1.97
5815.96,-1.78
5819.44,-1.88
5823.13,-1.75
5826.96,-2.16
5831.02,-1.98
5835.26,-1.92
5839.66,-1.9
5844.13,-1.88
5848.79,-1.62
5853.57,-1.73
5858.38,-2.02
5863.35,-2.09
5868.39,-1.89
5873.42,-2.14
5878.56,-1.57
5883.74,-1.8
5888.86,-2.08
5894.07,-2.0
5899.26,-2.0
5904.35,-1.47
5909.49,-1.6
5914.57,-1.78
5919.52,-1.43
5924.46,-1.4
5929.31,-1.61
5934.05,-1.86
5938.61,-2.13
5943.12,-1.63
5947.77,-1.48
5952.59,-1.52
5957.71,-1.52
5963.06,-1.63
5968.56,-1.84
5974.37,-0.77
5980.41,-0.78
5986.58,-1.34
5993.08,-1.96
5999.8,-1.47
6006.65,-1.11
6013.82,-1.37
6021.22,-1.26
6028.73,-1.4
6036.57,-1.03
6044.63,-1.02
6052.92,-1.24
6061.3,-1.38
6070.02,-0.8
6078.96,-1.64
6087.99,-2.03
6097.37,-1.89
6106.96,-1.63
6116.63,-1.84
6126.65,-1.69
6136.88,-1.43
6147.18,-1.62
6158.47,-1.8
6172.77,-1.71
6189.67,-1.68
6209.34,-1.58
6231.23,-1.6
6254.64,-1.56
6279.94,-1.59
6306.44,-1.81
6333.84,-1.97
6361.37,-2.04
6389.52,-1.97
6417.55,-2.11
6444.75,-2.07
6471.57,-1.82
6497.27,-1.66
6521.19,-1.85
6543.7,-2.08
6564.1,-2.12
6581.81,-2.03
6597.03,-1.69
6609.24,-1.96
6619.97,-2.03
6630.3,-1.51
6640.11,-1.56
6649.33,-1.61
6658.27,-1.76
6666.85,-1.83
6675.11,-2.14
6682.99,-2.08
6690.77,-2.07
6698.38,-2.09
6705.76,-2.17
6713.18,-2.14
6720.58,-2.25
6727.9,-2.09
6735.4,-2.04
6743.03,-2.1
6750.61,-2.11
6758.35,-2.24
6766.13,-2.14
6773.85,-2.1
6781.74,-2.12
6789.7,-2.13
6797.6,-1.76
6805.68,-1.97
6813.84,-1.94
6822.08,-1.92
6830.28,-2.45
6838.69,-2.05
6847.18,-1.82
6855.65,-1.81
6864.34,-1.56
6873.14,-1.83
6881.91,-1.77
6890.93,-1.78
6900.06,-1.71
6909.18,-1.93
6918.55,-1.86
6928.06,-1.92
6937.56,-1.98
6947.34,-1.57
6957.27,-1.7
6967.19,-1.86
6977.41,-2.01
6987.79,-2.03
6998.32,-2.06
7008.87,-2.02
7019.74,-2.04
7030.81,-2.0
7042.65,-2.21
7055.87,-1.83
7070.17,-1.27
7085.2,-2.06
7101.29,-2.02
7118.1,-2.44
7135.25,-2.38
7153.12,-1.94
7171.35,-1.8
7189.54,-1.87
7208.11,-1.93
7226.67,-1.94
7244.83,-1.76
7263.0,-1.8
7280.8,-1.91
7298.11,-1.81
7314.56,-1.9
7330.51,-2.07
7345.6,-1.92
7359.51,-1.85
7372.53,-2.01
7384.32,-2.02
7394.62,-1.87
7403.62,-1.79
7411.02,-1.61
7416.64,-1.7
7421.37,-1.59
7425.95,-1.56
7430.31,-1.64
7434.59,-1.81
7438.72,-1.93
7442.65,-1.99
7446.51,-2.08
7450.23,-2.1
7453.83,-2.1
7457.25,-2.06
7460.61,-2.16
7463.85,-2.19
7466.94,-2.19
7469.96,-2.2
7472.89,-2.17
7475.68,-2.1
7478.42,-2.14
7481.07,-2.16
7483.61,-2.17
7486.1,-2.07
7488.52,-2.24
7490.83,-2.15
7493.11,-2.12
7495.33,-2.16
7497.47,-1.8
7499.58,-1.97
7501.65,-2.12
7503.67,-1.91
7505.63,-2.09
7507.58,-2.02
7509.5,-1.9
7511.36,-1.73
7513.24,-2.15
7515.1,-2.32
7516.91,-2.14
7518.75,-1.97
7520.59,-2.09
7522.39,-2.1
7524.23,-2.24
7526.09,-2.2
7527.92,-1.81
7529.81,-2.2
7531.71,-2.34
7533.62,-2.41
7535.59,-2.31
7537.59,-2.22
7539.63,-2.2
7541.69,-2.29
7543.83,-2.32
7546.02,-2.46
7548.24,-2.48
7550.55,-2.38
7552.93,-2.32
7555.35,-2.06
7557.88,-2.32
7560.49,-2.23
7563.15,-2.2
7565.93,-2.33
7568.81,-2.23
7571.74,-2.32
7574.82,-2.26
7578.0,-2.22
7581.27,-2.21
7584.9,-2.41
7588.86,-1.92
7593.06,-1.88
7597.59,-1.55
7602.38,-2.04
7607.37,-2.48
7612.48,-2.36
7617.83,-2.41
7623.31,-2.42
7628.8,-2.39
7634.45,-2.52
7640.15,-2.56
7645.78,-2.51
7651.48,-2.55
7657.14,-2.36
7662.65,-2.28
7668.14,-2.32
7673.7,-2.28
7679.47,-2.1
7685.61,-2.16
7692.01,-2.2
7698.57,-2.25
7705.45,-2.31
7712.55,-2.19
7719.85,-2.11
7727.22,-2.24
7734.86,-1.89
7742.66,-1.9
7750.46,-1.78
7758.5,-1.95
7766.63,-1.9
7774.72,-1.58
7782.99,-1.82
7791.31,-2.13
7799.54,-2.01
7807.9,-2.07
7816.25,-2.1
7824.46,-2.15
7832.75,-2.38
7840.99,-2.22
7849.04,-1.94
7857.11,-2.02
7865.08,-1.95
7872.92,-2.27
7880.52,-2.23
7888.06,-2.11
7895.43,-2.13
7902.51,-1.95
7909.48,-2.02
7916.32,-1.81
7923.03,-1.35
7929.82,-1.6
7936.6,-1.54
7943.26,-1.48
7950.0,-1.59
7956.73,-1.63
7963.35,-1.64
7970.06,-1.7
7976.75,-1.75
7983.34,-1.73
7990.02,-1.9
7996.68,-1.8
8003.34,-2.0
8009.9,-1.79
8016.55,-1.6
8023.2,-1.71
8029.75,-1.72
8036.39,-1.83
8043.03,-1.72
8049.58,-1.65
8056.22,-1.74
8062.87,-1.86
8069.43,-1.7
8076.08,-1.67
8082.75,-1.68
8089.32,-1.76
8096.0,-1.69
8102.69,-1.64
8109.29,-1.74
8116.0,-1.51
8122.72,-1.54
8129.45,-1.6
8136.1,-1.71
8142.87,-1.9
8149.65,-1.94
8156.35,-1.63
8163.17,-1.47
8170.01,-1.74
8176.77,-1.96
8183.65,-1.88
8190.55,-1.79
8197.38,-1.78
8204.33,-1.93
8211.31,-2.01
8218.22,-1.84
8225.25,-1.99
8232.32,-1.85
8239.31,-1.74
8246.44,-2.02
8253.6,-1.88
8260.79,-2.18
8267.91,-2.08
8275.18,-2.24
8282.48,-2.21
8289.71,-2.27
8297.09,-2.2
8304.51,-2.24
8311.86,-2.22
8319.36,-2.34
8326.9,-2.1
8334.38,-2.13
8342.02,-2.49
8349.83,-2.02
8357.72,-1.98
8365.9,-1.71
8374.25,-1.67
8382.62,-1.83
8391.25,-1.97
8400.0,-1.79
8408.85,-1.92
8417.65,-2.01
8426.66,-1.96
8435.73,-1.74
8444.7,-1.7
8453.84,-1.98
8462.98,-2.05
8471.98,-1.99
8481.1,-2.19
8490.19,-2.1
8499.09,-2.06
8508.05,-2.21
8516.94,-2.38
8525.6,-2.36
8534.27,-2.21
8542.82,-2.16
8551.1,-2.1
8559.35,-2.35
8567.42,-1.39
8575.29,-1.89
8582.87,-1.79
8590.39,-1.29
8597.77,-1.75
8604.92,-1.26
8612.07,-1.73
8619.15,-1.85
8626.06,-1.81
8633.04,-1.56
8640.01,-1.84
8646.88,-1.53
8653.88,-2.26
8660.93,-1.93
8667.96,-2.2
8675.18,-2.05
8682.51,-2.06
8689.88,-1.68
8697.51,-2.02
8705.32,-2.34
8713.34,-2.09
8721.46,-2.13
8729.95,-1.8
8738.71,-1.92
8747.62,-2.2
8756.98,-2.46
8766.67,-2.11
8776.57,-2.21
8787.08,-2.61
8798.76,-2.46
8811.46,-2.19
8825.42,-2.22
8840.34,-1.83
8855.84,-1.78
8872.24,-2.08
8889.2,-1.72
8906.32,-1.88
8923.98,-2.11
8941.8,-2.33
8959.64,-2.04
8977.11,-2.24
8994.59,-2.37
9011.7,-2.18
9028.06,-2.13
9044.03,-1.92
9059.22,-1.98
9073.31,-2.14
9086.57,-2.2
9098.66,-1.93
9109.87,-1.99
9121.01,-2.0
9131.9,-1.88
9142.41,-1.93
9152.85,-1.87
9163.08,-1.96
9172.97,-2.0
9182.81,-2.24
9192.46,-2.1
9201.93,-2.0
9211.11,-1.84
9220.26,-1.87
9229.26,-1.81
9238.0,-1.66
9246.73,-1.95
9255.34,-1.83
9263.72,-1.92
9272.12,-1.8
9280.42,-1.87
9288.51,-2.27
9296.65,-1.94
9304.72,-2.02
9312.62,-1.93
9320.58,-1.95
9328.5,-1.65
9336.28,-2.0
9344.14,-2.16
9352.0,-2.21
9359.84,-1.95
9367.54,-1.92
9375.27,-1.99
9382.93,-2.04
9390.4,-1.85
9397.9,-1.9
9405.34,-1.61
9412.6,-1.83
9419.92,-1.86
9427.17,-1.66
9434.26,-1.8
9441.41,-2.04
9448.5,-1.94
9455.45,-1.79
9462.46,-1.75
9469.44,-1.9
9476.27,-1.97
9483.18,-1.98
9490.05,-2.02
9496.91,-1.88
9503.64,-1.83
9510.45,-2.03
9517.24,-2.03
9523.93,-2.17
9530.71,-2.29
9537.48,-1.99
9544.15,-1.51
9550.92,-1.75
9557.7,-1.57
9564.38,-1.84
9571.18,-1.8
9577.99,-1.82
9584.72,-2.03
9591.57,-1.95
9598.45,-1.76
9605.25,-1.97
9612.16,-2.07
9619.05,-1.84
9625.92,-1.87
9632.68,-1.78
9639.53,-1.87
9646.37,-1.91
9653.1,-1.89
9659.94,-2.02
9666.78,-2.02
9673.53,-1.92
9680.38,-2.0
9687.25,-1.86
9694.04,-1.98
9700.95,-2.0
9707.88,-1.86
9714.74,-1.94
9721.73,-2.01
9728.75,-1.7
9735.71,-1.76
9742.81,-1.68
9749.96,-1.63
9757.16,-1.83
9764.3,-1.99
9771.6,-2.13
9778.96,-1.78
9786.27,-1.76
9793.75,-2.06
9801.31,-2.09
9808.93,-2.16
9816.86,-1.94
9824.97,-1.75
9833.14,-1.87
9841.61,-1.96
9850.23,-1.71
9858.89,-1.59
9867.82,-1.88
9876.88,-1.85
9885.95,-1.97
9895.28,-1.89
9904.72,-1.89
9914.12,-1.78
9923.77,-1.86
9933.51,-1.93
9943.34,-1.59
9953.09,-1.47
9963.06,-1.55
9973.09,-1.59
9983.03,-1.61
9993.15,-1.74
10003.32,-1.95
10013.36,-1.69
10023.57,-1.57
10033.8,-1.54
10043.88,-0.81
10054.11,-0.98
10064.32,-1.47
10074.37,-1.45
10084.55,-1.0
10094.68,-1.24
10104.63,-1.16
10114.67,-1.25
10124.66,-1.35
10134.58,-0.66
10144.28,-1.22
10154.04,-1.31
10163.72,-0.77
10173.15,-1.16
10182.62,-1.56
10191.98,-1.46
10201.08,-1.75
10210.18,-1.51
10219.15,-1.18
10227.84,-1.65
10236.51,-1.18
10245.01,-1.69
10253.23,-1.67
10261.39,-1.63
10269.37,-1.18
10277.04,-1.59
10284.62,-1.58
10291.99,-1.49
10299.15,-1.53
10305.98,-1.49
10312.68,-1.52
10319.13,-1.41
10325.25,-1.52
10331.21,-0.95
10336.9,-1.47
10342.23,-1.38
10347.37,-1.44
10352.22,-1.45
10356.71,-1.56
10360.96,-1.48
10364.93,-1.45
10368.63,-1.43
10372.18,-1.8
10375.55,-1.22
10378.71,-1.33
10381.75,-1.42
10384.67,-1.39
10387.46,-1.33
10390.1,-1.4
10392.69,-1.19
10395.21,-1.21
10397.63,-1.28
10400.04,-1.22
10402.42,-1.27
10404.75,-0.78
10407.11,-1.2
10409.5,-1.22
10411.88,-0.85
10414.34,-1.09
10416.86,-0.58
10419.42,-1.11
10422.12,-0.92
10424.92,-0.73
