,value_991,age_991
0,0.9804576535152382,746.1444758896364
1,0.733584036850482,787.9405098906019
2,0.5885109747405561,829.7365438915674
3,0.8149660443769704,871.5325779242218
4,0.7265288007684648,913.3286118934985
5,0.6176961204403435,955.1246458627753
6,0.97867965644036,996.9206798637408
7,0.7737423962684247,1038.7167138647064
8,0.7116372988093268,1080.512747865672
9,0.8223216003632264,1122.3087818666374
10,0.5525930709763989,1164.1048158359142
11,0.5843767954959773,1205.9008498368798
12,0.59800646498035,1247.6968838378455
13,0.49654527774489216,1289.4929178388109
14,0.6670121201821317,1331.2889518397765
15,0.7468188853600839,1373.0849858090533
16,0.816430075870527,1414.8810198100189
17,0.9880796778386872,1456.6770538109843
18,1.350673156091514,1498.4730878119499
19,2.15198697366655,1540.2691218129155
20,1.7809874241264043,1582.0651557821923
21,2.605060957362183,1623.8611897831577
22,2.9175509764085374,1665.6572237841233
23,3.0013711387371003,1707.453257785089
24,4.58600117498786,1749.2492917543657
25,5.516251301143725,1791.045325755331
26,4.363203438943234,1832.8413597562967
27,2.707519284355218,1874.6373937572623
28,2.0527355655131636,1916.4334277899165
29,1.9800356366576066,1958.2294617275045
30,1.5433683138797738,2000.02549572847
31,1.105991222570912,2041.8215297294357
32,0.5857864376269037,2083.6175637304013
33,0.6575833936562934,2125.4135977313667
34,0.7085736182066249,2167.2096317006435
35,0.7601127267840502,2209.005665701609
36,0.6601127267840485,2250.8016997025748
37,0.5591686687233574,2292.59773370354
38,0.6697503585017804,2334.3937677045055
39,0.6208093464568207,2376.1898016737823
40,0.6858379827314351,2417.985835674748
41,0.7343145750507619,2459.7818696757136
42,0.48578643762690427,2501.577903676679
43,0.627207793864214,2543.3739376459557
44,0.5122413780348163,2585.1699716469216
45,0.6116361344647221,2626.966005647887
46,0.5857864376269037,2668.7620396488524
47,0.6833800279861542,2710.558073649818
48,0.5076440966980815,2752.354107619095
49,0.6808491774549696,2794.1501416200604
50,0.6429554392586677,2835.9461756210258
51,0.5879044135369853,2877.7422096219916
52,0.7611094942938749,2919.538243622957
53,0.5757359312880704,2961.334277592234
54,0.6843767954959779,3003.130311593199
55,0.7060427676754415,3044.926345594165
56,0.5262625714589201,3086.7223795951304
57,0.6843767954959776,3128.518413596096
58,0.7100505063388332,3170.3144475653726
59,0.6047217222271658,3212.1104815663384
60,0.743612710220619,3253.906515567304
61,0.5636403448250572,3295.702549568269
62,0.6601127267840485,3337.498583569235
63,0.7782522452671082,3379.294617538512
64,0.8293257697742981,3421.090651539477
65,0.6748647690132809,3462.8866855404426
66,0.6297901894999276,3504.6827195414085
67,0.5100505063388328,3546.4787535106852
68,0.6146993327800976,3588.2747875116506
69,0.7697503585017818,3630.070821512616
70,0.7090537388290099,3671.866855513582
71,0.7005373155115353,3713.6628895145473
72,0.5682891712663222,3755.458923483824
73,0.5262625714589205,3797.2549574847894
74,0.8626435773152346,3839.0509914857553
75,0.9408374633485858,3880.8470254867207
76,0.8075925515935499,3922.643059487686
77,0.6272077938642123,3964.439093456963
78,0.7762732467996046,4006.2351274579287
79,0.8661566588040924,4048.031161458894
80,0.9980575316512983,4089.82719545986
81,1.0029437251522888,4131.623229460825
82,0.8133120059051925,4173.419263430102
83,0.8359730989625518,4215.2152974310675
84,1.0683715611873101,4257.011331432033
85,1.2488731679677318,4298.807365432998
86,1.3715728752538083,4340.6033994022755
87,1.305526120788002,4382.399433403241
88,1.7030681660427192,4424.195467404206
89,1.628074773817132,4465.991501405172
90,1.8157521346882104,4507.787535406138
91,2.670695077182816,4549.583569375414
92,2.944825582291835,4591.37960337638
93,3.2984593117718872,4633.175637377345
94,3.344491209496781,4674.971671378311
95,5.171365441812034,4716.767705379277
96,4.156463725731557,4758.563739348553
